	corpus	piece	corpus_year	piece_year	globalkey	localkey	max_root	min_root	max_ct	min_ct	max_nct	min_nct	RC	CTC	NCTC	CTD	NCTD	r_fifths_range	ct_fifths_range	nct_fifths_range	corpus_id	piece_id
665	mozart_piano_sonatas	K283-3	1780.7395798599532	1775.0	G	I	9	-4	8	-4	9	-4	0.1641337386018237	1.5	3.4285714285714284	0.0	3.0	13	12	13	17	666
666	mozart_piano_sonatas	K284-1	1780.7395798599532	1775.0	D	I	7	-5	9	-4	9	-5	0.1039755351681957	2.5	2.5	1.6666666666666667	1.3333333333333333	12	13	14	17	667
667	mozart_piano_sonatas	K284-2	1780.7395798599532	1775.0	A	I	8	-4	7	-5	9	-4	0.092511013215859	1.5	2.5	1.5	2.0	12	12	13	17	668
668	mozart_piano_sonatas	K284-3	1780.7395798599532	1775.0	D	I	9	-5	8	-5	10	-5	0.0901639344262295	2.2	4.222222222222222	0.0	3.2857142857142856	14	13	15	17	669
669	mozart_piano_sonatas	K309-1	1780.7395798599532	1777.0	C	I	7	-4	7	-5	11	-4	0.1254125412541254	2.2	4.333333333333333	1.0	2.0	11	12	15	17	670
670	mozart_piano_sonatas	K309-2	1780.7395798599532	1777.0	F	I	6	-1	9	-4	9	-4	0.0318725099601593	2.0	2.6666666666666665	1.0	2.0	7	13	13	17	671
671	mozart_piano_sonatas	K309-3	1780.7395798599532	1777.0	C	I	8	-1	9	-4	11	-4	0.0987341772151898	2.0	5.333333333333333	1.0	2.6666666666666665	9	13	15	17	672
673	mozart_piano_sonatas	K310-2	1780.7395798599532	1777.0	F	I	7	-4	8	-4	9	-4	0.076	1.5	3.0	0.0	2.0	11	12	13	17	674
675	mozart_piano_sonatas	K311-1	1780.7395798599532	1778.0	D	I	8	-4	8	-5	9	-4	0.0791139240506329	2.2	2.0	0.0	1.5	12	13	13	17	676
676	mozart_piano_sonatas	K311-2	1780.7395798599532	1778.0	G	I	8	-1	9	-4	9	-1	0.102127659574468	2.0	3.0	1.0	2.5	9	13	10	17	677
677	mozart_piano_sonatas	K311-3	1780.7395798599532	1778.0	D	I	7	-5	8	-5	9	-5	0.0452674897119341	1.5	3.1666666666666665	1.5	3.0	12	13	14	17	678
678	mozart_piano_sonatas	K330-1	1780.7395798599532	1783.0	C	I	8	-1	9	-5	9	-3	0.0629370629370629	2.5	2.833333333333333	1.0	1.5	9	14	12	17	679
679	mozart_piano_sonatas	K330-2	1780.7395798599532	1783.0	F	I	7	-4	8	-4	8	-4	0.2067039106145251	1.5	2.0	1.0	1.0	11	12	12	17	680
680	mozart_piano_sonatas	K330-3	1780.7395798599532	1783.0	C	I	8	-2	10	-4	9	-4	0.0498614958448753	3.142857142857143	2.5	2.0	2.0	10	14	13	17	681
681	mozart_piano_sonatas	K331-1	1780.7395798599532	1783.0	A	I	7	-1	5	-4	10	-4	0.0432432432432432	1.5	3.75	0.0	3.0	8	9	14	17	682
682	mozart_piano_sonatas	K331-2	1780.7395798599532	1783.0	A	I	6	-1	7	-4	8	-5	0.0125786163522012	2.2	1.5	1.0	1.5	7	11	13	17	683
684	mozart_piano_sonatas	K332-1	1780.7395798599532	1783.0	F	I	8	-4	8	-5	10	-4	0.2031746031746031	2.2	3.571428571428572	0.0	3.5	12	13	14	17	685
686	mozart_piano_sonatas	K332-3	1780.7395798599532	1783.0	F	I	8	-4	8	-5	9	-4	0.1648106904231625	3.142857142857143	3.142857142857143	2.333333333333333	2.0	12	13	13	17	687
693	mozart_piano_sonatas	K533-1	1780.7395798599532	1788.0	F	I	8	-5	10	-9	10	-5	0.2097902097902098	4.333333333333333	4.0	4.333333333333333	2.2	13	19	15	17	694
695	mozart_piano_sonatas	K533-3	1780.7395798599532	1788.0	F	I	8	-5	7	-4	10	-5	0.1682692307692307	2.2	4.111111111111111	0.0	4.25	13	11	15	17	696
696	mozart_piano_sonatas	K545-1	1780.7395798599532	1788.0	C	I	6	-4	6	-4	8	-4	0.0084745762711864	1.5	3.1666666666666665	0.0	1.6666666666666667	10	10	12	17	697
697	mozart_piano_sonatas	K545-2	1780.7395798599532	1788.0	G	I	7	-4	9	-4	9	-4	0.1095890410958904	2.5	4.571428571428571	1.6666666666666667	2.0	11	13	13	17	698
698	mozart_piano_sonatas	K545-3	1780.7395798599532	1788.0	C	I	6	-5	6	-4	8	-5	0.0769230769230769	1.5	2.5	0.0	2.25	11	10	13	17	699
702	mozart_piano_sonatas	K576-1	1780.7395798599532	1789.0	D	I	7	-4	8	-5	9	-4	0.2020905923344947	2.2	3.0	0.0	2.833333333333333	11	13	13	17	703
703	mozart_piano_sonatas	K576-2	1780.7395798599532	1789.0	A	I	7	-4	8	-5	9	-6	0.3311258278145695	1.5	4.7	1.5	2.5	11	13	15	17	704
704	mozart_piano_sonatas	K576-3	1780.7395798599532	1789.0	D	I	9	-1	9	-4	10	-4	0.1240105540897097	2.2	3.2857142857142856	0.0	2.833333333333333	10	13	14	17	705
705	pleyel_quartets	b307op2n1a	1783.0	1783.0	A	I	9	-4	8	-4	9	-4	0.0589743589743589	1.5	3.0	0.0	3.0	13	12	13	18	706
707	pleyel_quartets	b307op2n1c	1783.0	1783.0	A	I	8	-1	7	-2	8	-4	0.1564625850340136	1.0	1.5	0.0	1.3333333333333333	9	9	12	18	708
712	beethoven_piano_sonatas	01-2	1803.6208098935329	1795.0	F	I	5	-1	9	-4	10	-3	0.031578947368421	2.25	4.222222222222222	1.5	3.142857142857143	6	13	13	19	713
715	beethoven_piano_sonatas	02-1	1803.6208098935329	1795.0	A	I	7	-6	7	-13	8	-7	0.1476793248945147	3.857142857142857	4.0	1.5	2.5	13	20	15	19	716
716	beethoven_piano_sonatas	02-2	1803.6208098935329	1795.0	D	I	9	-4	9	-5	9	-5	0.0875	2.2	2.0	1.0	1.3333333333333333	13	14	14	19	717
717	beethoven_piano_sonatas	02-3	1803.6208098935329	1795.0	A	I	5	-9	8	-8	5	-4	0.1666666666666666	2.25	1.5	1.6666666666666667	0.0	14	16	9	19	718
718	beethoven_piano_sonatas	02-4	1803.6208098935329	1795.0	A	I	7	-4	9	-6	10	-10	0.1686746987951807	3.142857142857143	12.523809523809524	1.0	4.8	11	15	20	19	719
719	beethoven_piano_sonatas	03-1	1803.6208098935329	1795.0	C	I	8	-11	11	-11	12	-5	0.2432432432432432	5.555555555555555	9.2	3.75	4.125	19	22	17	19	720
720	beethoven_piano_sonatas	03-2	1803.6208098935329	1795.0	E	I	9	-4	8	-5	9	-5	0.3534482758620689	2.2	3.142857142857143	0.0	1.5	13	13	14	19	721
721	beethoven_piano_sonatas	03-3	1803.6208098935329	1795.0	C	I	7	-5	7	-6	11	-5	0.2010309278350515	2.5	3.5	1.6666666666666667	1.5	12	13	16	19	722
722	beethoven_piano_sonatas	03-4	1803.6208098935329	1795.0	C	I	10	-4	10	-5	14	-5	0.2626262626262626	3.0	4.666666666666667	0.0	2.833333333333333	14	15	19	19	723
723	beethoven_piano_sonatas	20-1	1803.6208098935329	1796.0	G	I	8	-2	7	-3	8	-2	0.0213523131672597	1.0	1.5	0.0	1.3333333333333333	10	10	10	19	724
724	beethoven_piano_sonatas	20-2	1803.6208098935329	1796.0	G	I	8	-1	8	-2	8	-1	0.0304878048780487	1.5	2.25	0.0	1.5	9	10	9	19	725
728	beethoven_piano_sonatas	06-1	1803.6208098935329	1797.0	F	I	9	-4	9	-4	9	-4	0.1257485029940119	2.833333333333333	2.5	2.5	2.0	13	13	13	19	729
730	beethoven_piano_sonatas	06-3	1803.6208098935329	1797.0	F	I	7	-5	7	-4	9	-5	0.1628664495114006	3.142857142857143	3.0	1.5	2.0	12	11	14	19	731
732	beethoven_piano_sonatas	19-2	1803.6208098935329	1797.0	G	I	7	-4	10	-4	8	-4	0.0263852242744063	3.142857142857143	2.0	0.0	2.0	11	14	12	19	733
733	beethoven_piano_sonatas	07-1	1803.6208098935329	1798.0	D	I	8	-11	8	-11	10	-9	0.4674556213017751	8.23076923076923	8.142857142857142	1.5	3.0	19	19	19	19	734
735	beethoven_piano_sonatas	07-3	1803.6208098935329	1798.0	D	I	6	-1	8	-4	9	-4	0.0113636363636363	2.0	2.0	2.0	1.75	7	12	13	19	736
736	beethoven_piano_sonatas	07-4	1803.6208098935329	1798.0	D	I	9	-5	9	-8	10	-5	0.2188679245283019	4.555555555555555	5.4	0.0	4.555555555555555	14	17	15	19	737
740	beethoven_piano_sonatas	09-1	1803.6208098935329	1798.0	E	I	7	-4	8	-5	9	-5	0.1217391304347826	2.5	3.625	1.5	2.8	11	13	14	19	741
742	beethoven_piano_sonatas	09-3	1803.6208098935329	1798.0	E	I	8	-6	9	-6	11	-6	0.1478599221789883	3.4	4.333333333333333	0.0	3.0	14	15	17	19	743
743	beethoven_piano_sonatas	10-1	1803.6208098935329	1799.0	G	I	6	-5	9	-4	10	-5	0.1396011396011396	2.5	5.111111111111111	1.0	3.142857142857143	11	13	15	19	744
744	beethoven_piano_sonatas	10-2	1803.6208098935329	1799.0	C	I	8	-1	9	-4	9	-2	0.0981012658227848	2.5	2.5	2.25	1.5	9	13	11	19	745
745	beethoven_piano_sonatas	10-3	1803.6208098935329	1799.0	G	I	8	-2	9	-4	9	-3	0.1645569620253164	2.2	2.5	0.0	2.0	10	13	12	19	746
746	beethoven_piano_sonatas	16-1	1803.6208098935329	1802.0	G	I	10	-4	9	-4	10	-4	0.1966666666666666	2.2	4.0	1.5	3.75	14	13	14	19	747
747	beethoven_piano_sonatas	16-2	1803.6208098935329	1802.0	C	I	7	-5	13	-9	10	-5	0.2982456140350877	4.444444444444445	5.727272727272728	4.4	4.25	12	22	15	19	748
748	beethoven_piano_sonatas	16-3	1803.6208098935329	1802.0	G	I	9	-5	12	-6	10	-6	0.1289855072463768	4.6	3.625	0.0	1.75	14	18	16	19	749
756	beethoven_piano_sonatas	21-1	1803.6208098935329	1804.0	C	I	9	-7	12	-14	10	-7	0.240983606557377	6.307692307692308	4.5	4.8	2.833333333333333	16	26	17	19	757
757	beethoven_piano_sonatas	21-2	1803.6208098935329	1804.0	F	I	11	-1	10	-4	11	-1	0.4024390243902439	3.0	3.0	1.0	1.5	12	14	12	19	758
758	beethoven_piano_sonatas	21-3	1803.6208098935329	1804.0	C	I	7	-5	9	-7	10	-7	0.1442176870748299	3.142857142857143	3.5	2.333333333333333	2.0	12	16	17	19	759
762	beethoven_piano_sonatas	24-1	1803.6208098935329	1809.0	F#	I	8	-4	9	-4	9	-6	0.1328413284132841	2.2	3.5	0.0	3.0	12	13	15	19	763
763	beethoven_piano_sonatas	24-2	1803.6208098935329	1809.0	F#	I	6	-4	9	-6	10	-6	0.085173501577287	3.0	4.142857142857143	0.0	2.0	10	15	16	19	764
767	beethoven_piano_sonatas	30-1	1803.6208098935329	1820.0	E	I	10	-4	10	-5	10	-4	0.26	3.142857142857143	3.4285714285714284	1.6666666666666667	1.6666666666666667	14	15	14	19	768
769	beethoven_piano_sonatas	30-3	1803.6208098935329	1820.0	E	I	10	-5	13	-9	10	-5	0.1863057324840764	4.888888888888889	3.625	3.571428571428572	2.0	15	22	15	19	770
774	beethoven_piano_sonatas	32-2	1803.6208098935329	1822.0	C	I	9	-11	10	-10	11	-4	0.1058530510585305	4.875	6.083333333333333	2.25	4.777777777777778	20	20	15	19	775
775	kozeluh_sonatas	09op08no1a	1806.0	1806.0	C	I	7	-5	8	-5	8	-5	0.2242647058823529	1.3333333333333333	2.5	0.0	1.3333333333333333	12	13	13	20	776
776	kozeluh_sonatas	09op08no1b	1806.0	1806.0	C	I	6	-1	9	-4	8	-4	0.174496644295302	2.0	2.0	1.0	1.0	7	13	12	20	777
777	kozeluh_sonatas	10op08no2a	1806.0	1806.0	F	I	8	-4	9	-4	8	-4	0.1485714285714285	2.0	2.0	1.0	0.0	12	13	12	20	778
778	kozeluh_sonatas	10op08no2b	1806.0	1806.0	C	I	8	-1	7	-3	8	-1	0.0818713450292397	1.5	2.0	1.0	1.3333333333333333	9	10	9	20	779
779	kozeluh_sonatas	10op08no2c	1806.0	1806.0	F	I	8	-1	9	-2	9	-1	0.0324543610547667	1.6666666666666667	2.5	1.0	1.5	9	11	10	20	780
781	kozeluh_sonatas	14op13no2a	1806.0	1806.0	G	I	8	-1	9	-5	9	-3	0.1032863849765258	2.5	3.142857142857143	1.0	2.0	9	14	12	20	782
782	kozeluh_sonatas	14op13no2b	1806.0	1806.0	D	I	8	-1	9	-3	8	-2	0.0522875816993464	2.0	1.3333333333333333	1.0	1.5	9	12	10	20	783
783	kozeluh_sonatas	14op13no2c	1806.0	1806.0	G	I	7	-4	9	-7	8	-4	0.0582010582010582	2.2	1.6666666666666667	0.0	0.5	11	16	12	20	784
785	kozeluh_sonatas	15op13no3b	1806.0	1806.0	E	I	7	-4	8	-4	9	-7	0.1063829787234042	1.5	3.0	1.0	2.6666666666666665	11	12	16	20	786
788	kozeluh_sonatas	16op15no1b	1806.0	1806.0	G	I	8	-4	8	-4	10	-4	0.1335877862595419	2.2	4.5	0.0	3.571428571428572	12	12	14	20	789
789	kozeluh_sonatas	17op15no2a	1806.0	1806.0	C	I	8	-4	9	-9	9	-9	0.1328273244781783	3.1666666666666665	4.555555555555555	3.0	2.6666666666666665	12	18	18	20	790
790	kozeluh_sonatas	17op15no2b	1806.0	1806.0	F	I	8	-4	8	-4	9	-4	0.1428571428571428	1.5	2.2	0.0	1.6666666666666667	12	12	13	20	791
791	kozeluh_sonatas	17op15no2c	1806.0	1806.0	C	I	7	-4	8	-5	10	-5	0.2233766233766233	2.0	3.142857142857143	0.0	2.0	11	13	15	20	792
795	kozeluh_sonatas	20op17no2a	1806.0	1806.0	A	I	8	-4	8	-4	9	-5	0.1348684210526315	1.5	4.375	1.0	4.0	12	12	14	20	796
796	kozeluh_sonatas	20op17no2b	1806.0	1806.0	E	I	8	-4	9	-5	8	-4	0.1890034364261168	2.5	2.0	1.0	1.6666666666666667	12	14	12	20	797
797	kozeluh_sonatas	20op17no2c	1806.0	1806.0	A	I	8	-4	9	-4	9	-4	0.0912863070539419	2.2	3.6666666666666665	0.0	2.25	12	13	13	20	798
800	kozeluh_sonatas	22op20no1a	1806.0	1806.0	F	I	6	-4	7	-4	6	-5	0.1267123287671233	2.0	2.0	2.0	0.0	10	11	11	20	801
802	kozeluh_sonatas	22op20no1c	1806.0	1806.0	F	I	7	-1	8	-4	9	-4	0.0224719101123595	1.6666666666666667	3.0	0.0	2.5	8	12	13	20	803
803	kozeluh_sonatas	23op20no2a	1806.0	1806.0	C	I	8	-4	8	-4	8	-4	0.1252525252525252	1.5	2.5	1.5	1.5	12	12	12	20	804
804	kozeluh_sonatas	23op20no2b	1806.0	1806.0	F	I	8	-4	8	-4	9	-4	0.16	1.5	3.0	0.0	2.0	12	12	13	20	805
805	kozeluh_sonatas	23op20no2c	1806.0	1806.0	C	I	7	-4	7	-4	9	-4	0.1359516616314199	2.0	2.0	1.0	1.6666666666666667	11	11	13	20	806
807	kozeluh_sonatas	24op20no3b	1806.0	1806.0	D	I	8	-1	7	-3	10	-1	0.1209677419354838	1.0	5.5	0.0	2.6666666666666665	9	10	11	20	808
809	kozeluh_sonatas	25op26no1a	1806.0	1806.0	D	I	9	-4	7	-6	9	-4	0.2081712062256809	1.5	3.5	1.0	2.0	13	13	13	20	810
810	kozeluh_sonatas	25op26no1b	1806.0	1806.0	A	I	8	-4	9	-4	9	-4	0.1241830065359477	2.0	3.2857142857142856	1.0	2.0	12	13	13	20	811
811	kozeluh_sonatas	25op26no1c	1806.0	1806.0	D	I	6	-4	6	-4	9	-4	0.1333333333333333	2.2	3.0	0.0	2.0	10	10	13	20	812
820	kozeluh_sonatas	29op30no2a	1806.0	1806.0	G	I	9	-1	9	-4	9	-4	0.2296296296296296	2.5	2.5	0.0	1.5	10	13	13	20	821
821	kozeluh_sonatas	29op30no2b	1806.0	1806.0	D	I	8	-4	6	-4	8	-4	0.3018867924528302	1.5	2.0	0.0	0.0	12	10	12	20	822
822	kozeluh_sonatas	29op30no2c	1806.0	1806.0	G	I	9	-4	8	-4	10	-4	0.1181434599156118	2.2	2.6666666666666665	0.0	1.3333333333333333	13	12	14	20	823
823	ABC	n01op18-1_01	1812.0509746203827	1799.0	F	I	9	-4	9	-11	9	-5	0.3086734693877551	4.25	3.75	2.25	2.5	13	20	14	21	824
825	ABC	n01op18-1_03	1812.0509746203827	1799.0	F	I	9	-8	9	-11	9	-4	0.2128712871287128	4.5	3.625	2.0	1.5	17	20	13	21	826
826	ABC	n01op18-1_04	1812.0509746203827	1799.0	F	I	8	-4	9	-11	11	-7	0.1043771043771043	4.714285714285714	6.416666666666667	4.333333333333333	5.2	12	20	18	21	827
827	ABC	n03op18-3_01	1812.0509746203827	1799.0	D	I	8	-4	11	-8	11	-5	0.1631578947368421	4.0	3.5	2.5	2.6666666666666665	12	19	16	21	828
829	ABC	n03op18-3_03	1812.0509746203827	1799.0	D	I	9	-4	9	-9	9	-5	0.2625899280575539	4.166666666666667	3.0	1.6666666666666667	1.6666666666666667	13	18	14	21	830
830	ABC	n03op18-3_04	1812.0509746203827	1799.0	D	I	9	-10	12	-9	12	-5	0.2153024911032028	3.5	5.5	3.75	3.0	19	21	17	21	831
832	ABC	n04op18-4_02	1812.0509746203827	1799.0	C	I	7	-4	9	-5	9	-4	0.125	2.0	3.75	2.333333333333333	3.4285714285714284	11	14	13	21	833
835	ABC	n05op18-5_01	1812.0509746203827	1799.0	A	I	9	-5	9	-8	9	-5	0.175233644859813	3.0	2.0	1.5	1.5	14	17	14	21	836
836	ABC	n05op18-5_02	1812.0509746203827	1799.0	A	I	8	-1	6	-4	9	-4	0.0898203592814371	1.5	2.833333333333333	0.0	2.333333333333333	9	10	13	21	837
837	ABC	n05op18-5_03	1812.0509746203827	1799.0	D	I	8	-4	9	-4	9	-4	0.0663900414937759	2.2	2.5	0.0	2.0	12	13	13	21	838
838	ABC	n05op18-5_04	1812.0509746203827	1799.0	A	I	7	-4	8	-6	10	-5	0.0653710247349823	3.0	6.111111111111111	1.6666666666666667	3.0	11	14	15	21	839
839	ABC	n02op18-2_01	1812.0509746203827	1800.0	G	I	8	-4	8	-5	10	-5	0.179381443298969	3.0	5.909090909090909	1.0	2.0	12	13	15	21	840
840	ABC	n02op18-2_02	1812.0509746203827	1800.0	C	I	8	-1	9	-4	9	-5	0.0621468926553672	2.5	2.5	0.0	2.0	9	13	14	21	841
841	ABC	n02op18-2_03	1812.0509746203827	1800.0	G	I	8	-1	9	-4	10	-2	0.0583941605839416	2.0	4.6	2.0	2.0	9	13	12	21	842
842	ABC	n02op18-2_04	1812.0509746203827	1800.0	G	I	8	-4	8	-11	10	-6	0.126068376068376	4.285714285714286	5.363636363636363	1.6666666666666667	2.0	12	19	16	21	843
847	ABC	n07op59-1_01	1812.0509746203827	1806.0	F	I	10	-9	12	-12	10	-8	0.2842323651452282	5.0	3.142857142857143	5.0	2.833333333333333	19	24	18	21	848
850	ABC	n07op59-1_04	1812.0509746203827	1806.0	F	I	8	-5	9	-5	10	-6	0.173841059602649	2.5	3.142857142857143	2.333333333333333	2.5	13	14	16	21	851
852	ABC	n08op59-2_02	1812.0509746203827	1806.0	E	I	8	-3	9	-7	10	-4	0.156441717791411	3.333333333333333	4.888888888888889	1.6666666666666667	4.5	11	16	14	21	853
855	ABC	n09op59-3_01	1812.0509746203827	1806.0	C	I	10	-9	8	-12	12	-5	0.2318271119842829	5.7	7.285714285714286	3.5	4.5	19	20	17	21	856
857	ABC	n09op59-3_03	1812.0509746203827	1806.0	C	I	8	-4	8	-6	8	-4	0.1705882352941176	1.5	4.0	0.0	1.3333333333333333	12	14	12	21	858
858	ABC	n09op59-3_04	1812.0509746203827	1806.0	C	I	9	-11	8	-11	9	-15	0.1642651296829971	5.3	6.166666666666667	1.6666666666666667	4.4	20	19	24	21	859
864	ABC	n11op95_02	1812.0509746203827	1810.0	D	I	7	-5	12	-12	8	-10	0.2244318181818181	6.5	5.1	3.75	3.0	12	24	18	21	865
872	ABC	n15op132_02	1812.0509746203827	1825.0	A	I	8	-4	9	-4	9	-4	0.1016949152542373	2.2	2.0	1.0	1.5	12	13	13	21	873
873	ABC	n15op132_03	1812.0509746203827	1825.0	C	I	6	-1	8	-3	9	-4	0.025691699604743	1.5	3.142857142857143	1.3333333333333333	2.6666666666666665	7	11	13	21	874
874	ABC	n15op132_04	1812.0509746203827	1825.0	A	I	6	-4	6	-5	7	-5	0.1964285714285714	1.3333333333333333	4.333333333333333	1.5	3.6666666666666665	10	11	12	21	875
879	ABC	n13op130_04	1812.0509746203827	1826.0	G	I	6	-4	9	-4	8	-4	0.023728813559322	2.2	1.5	0.0	0.5	10	13	12	21	880
883	ABC	n14op131_02	1812.0509746203827	1826.0	D	I	9	-4	12	-11	9	-4	0.0793201133144475	6.111111111111111	2.5	2.333333333333333	2.0	13	23	13	21	884
885	ABC	n14op131_04	1812.0509746203827	1826.0	A	I	10	-2	11	-4	10	-5	0.0888208269525268	2.8	3.5	2.25	3.0	12	15	15	21	886
886	ABC	n14op131_05	1812.0509746203827	1826.0	E	I	9	-1	8	-4	9	-6	0.0252525252525252	1.5	2.5	0.0	1.6666666666666667	10	12	15	21	887
889	ABC	n16op135_01	1812.0509746203827	1826.0	F	I	9	-5	16	-11	10	-5	0.1040609137055837	5.75	3.142857142857143	2.6666666666666665	2.0	14	27	15	21	890
890	ABC	n16op135_02	1812.0509746203827	1826.0	F	I	7	-1	12	-4	9	-3	0.0490463215258855	3.0	2.2	3.0	1.5	8	16	12	21	891
893	schubert_dances	D041menuett02a	1820.7935483870967	1820.0	C	I	6	-1	5	-2	6	-1	0.0476190476190476	0.5	0.5	0.0	0.0	7	7	7	22	894
897	schubert_dances	D041trio02b	1820.7935483870967	1820.0	C	I	3	-1	7	-4	6	-1	0.0	1.5	0.5	0.0	0.0	4	11	7	22	898
898	schubert_dances	D041trio04b	1820.7935483870967	1820.0	A	I	2	-1	6	-1	5	-1	0.0	0.5	0.0	0.0	0.0	3	7	6	22	899
