	corpus	piece	corpus_year	piece_year	globalkey	localkey	max_root	min_root	max_ct	min_ct	max_nct	min_nct	RC	CTC	NCTC	CTD	NCTD	r_fifths_range	ct_fifths_range	nct_fifths_range	corpus_id	piece_id
901	schubert_dances	D128deutscher01	1820.7935483870967	1820.0	F	I	6	0	5	-1	10	-3	0.0526315789473684	0.0	2.75	0.0	2.6666666666666665	6	6	13	22	902
902	schubert_dances	D145ecossaise07	1820.7935483870967	1820.0	B	I	1	-5	5	-6	4	-5	1.0	3.333333333333333	2.333333333333333	0.0	0.0	6	11	9	22	903
903	schubert_dances	D145walzer12	1820.7935483870967	1820.0	E	I	7	0	7	-3	7	0	0.12	1.0	1.0	0.0	0.0	7	10	7	22	904
905	schubert_dances	D925galopp01a	1820.7935483870967	1820.0	C	I	3	0	7	-1	5	-1	0.0	1.0	0.0	0.0	0.0	3	8	6	22	906
906	schubert_dances	D969walzer03	1820.7935483870967	1820.0	C	I	8	-1	5	-1	8	-1	0.0545454545454545	0.0	1.5	0.0	1.0	9	6	9	22	907
907	schubert_dances	D790ländler01	1820.7935483870967	1823.0	D	I	8	-1	8	-4	8	-4	0.1269841269841269	1.5	1.3333333333333333	1.0	1.5	9	12	12	22	908
913	schubert_winterreise	n05	1828.0	1828.0	E	I	8	-5	7	-8	8	-5	0.3183673469387755	5.0	2.0	1.6666666666666667	0.0	13	15	13	23	914
919	schubert_winterreise	n11	1828.0	1828.0	A	I	5	-5	8	-10	8	-5	0.0238095238095238	3.7142857142857135	2.0	4.0	0.0	10	18	13	23	920
925	schubert_winterreise	n17	1828.0	1828.0	D	I	7	-4	12	-9	11	-4	0.1875	5.111111111111111	3.0	3.8	1.5	11	21	15	23	926
927	schubert_winterreise	n19	1828.0	1828.0	A	I	4	0	10	-3	6	0	0.0	2.833333333333333	0.5	0.0	0.0	4	13	6	23	928
929	schubert_winterreise	n21	1828.0	1828.0	F	I	8	-3	8	-5	8	-3	0.1503267973856209	2.2	1.5	1.0	1.6666666666666667	11	13	11	23	930
931	schubert_winterreise	n23	1828.0	1828.0	A	I	4	-4	8	-5	8	-4	0.0	1.5	1.5	1.0	1.5	8	13	12	23	932
933	mendelssohn_quartets	02op13a	1835.8707229487093	1827.0	A	I	7	-5	11	-6	7	-6	0.4350567465321563	4.111111111111111	3.5	3.2	2.0	12	17	13	24	934
934	mendelssohn_quartets	02op13b	1835.8707229487093	1827.0	F	I	6	-6	9	-12	7	-6	0.3088235294117647	4.0	2.5	4.333333333333333	1.5	12	21	13	24	935
942	mendelssohn_quartets	04op44,2b	1835.8707229487093	1837.0	E	I	8	-5	11	-5	8	-5	0.1338962605548854	3.75	2.833333333333333	3.6	1.6666666666666667	13	16	13	24	943
943	mendelssohn_quartets	04op44,2c	1835.8707229487093	1837.0	G	I	9	-2	8	-4	10	-3	0.1402439024390244	2.0	2.5	2.0	2.0	11	12	13	24	944
945	mendelssohn_quartets	03op44,1a	1835.8707229487093	1838.0	D	I	10	-5	9	-6	10	-6	0.2197070572569907	3.142857142857143	4.444444444444445	1.0	2.0	15	15	16	24	946
946	mendelssohn_quartets	03op44,1b	1835.8707229487093	1838.0	D	I	9	-5	7	-12	9	-6	0.3631713554987212	3.5	3.142857142857143	4.0	2.25	14	19	15	24	947
948	mendelssohn_quartets	03op44,1d	1835.8707229487093	1838.0	D	I	9	-5	8	-8	9	-8	0.4004884004884005	5.833333333333333	5.1	2.333333333333333	1.5	14	16	17	24	949
957	chopin_mazurkas	BI16-1	1838.2307692307693	1826.0	G	I	6	-1	9	-3	8	-2	0.3265306122448979	2.25	2.0	0.0	0.5	7	12	10	25	958
960	chopin_mazurkas	BI34op68-3	1838.2307692307693	1830.0	F	I	9	-1	6	-3	9	-1	0.2476190476190476	2.25	1.6666666666666667	0.0	0.0	10	9	10	25	961
961	chopin_mazurkas	BI38op68-1	1838.2307692307693	1830.0	C	I	5	-1	9	-4	10	-4	0.0	2.0	3.5	1.0	2.0	6	13	14	25	962
964	chopin_mazurkas	BI60-3op06-3	1838.2307692307693	1832.0	E	I	5	-1	7	-6	10	-1	0.0	2.4	2.6	0.0	1.75	6	13	11	25	965
970	chopin_mazurkas	BI61-5op07-5	1838.2307692307693	1832.0	C	I	3	0	5	-1	5	0	0.0	0.0	0.0	0.0	0.0	3	6	5	25	971
971	chopin_mazurkas	BI71	1838.2307692307693	1832.0	D	I	8	-1	10	-5	10	-2	0.0833333333333333	3.0	4.142857142857143	1.6666666666666667	2.0	9	15	12	25	972
978	chopin_mazurkas	BI89-2op24-2	1838.2307692307693	1833.0	C	I	8	-1	8	-4	8	-1	0.0929203539823008	1.5	1.6666666666666667	0.0	0.0	9	12	9	25	979
982	chopin_mazurkas	BI93-1op67-1	1838.2307692307693	1835.0	G	I	5	-1	9	-4	9	-1	0.0	2.2	2.8	1.0	2.0	6	13	10	25	983
983	chopin_mazurkas	BI93-2op67-3	1838.2307692307693	1835.0	C	I	6	-1	9	-4	11	-1	0.032258064516129	2.2	3.2857142857142856	0.0	2.0	7	13	12	25	984
988	chopin_mazurkas	BI115-2op33-2	1838.2307692307693	1838.0	D	I	2	-3	6	-7	9	-9	0.0673575129533678	3.333333333333333	3.4285714285714284	1.5	3.25	5	13	18	25	989
989	chopin_mazurkas	BI115-3op33-3	1838.2307692307693	1838.0	C	I	4	-1	9	-4	10	-1	0.0	2.2	3.142857142857143	1.0	1.5	5	13	11	25	990
994	chopin_mazurkas	BI126-4op41-3	1838.2307692307693	1839.0	B	I	7	-8	8	-9	8	-9	0.55	5.875	7.571428571428571	0.0	2.6666666666666665	15	17	17	25	995
997	chopin_mazurkas	BI145-1op50-1	1838.2307692307693	1842.0	G	I	7	-4	9	-5	9	-5	0.2407407407407407	2.5	2.5	1.6666666666666667	2.0	11	14	14	25	998
1000	chopin_mazurkas	BI153-1op56-1	1838.2307692307693	1844.0	B	I	10	-7	11	-10	10	-4	0.504524886877828	5.111111111111111	2.5	2.25	0.5	17	21	14	25	1001
1001	chopin_mazurkas	BI153-2op56-2	1838.2307692307693	1844.0	C	I	5	-3	6	-4	6	-4	0.0384615384615384	2.2	2.6	0.0	0.0	8	10	10	25	1002
1006	chopin_mazurkas	BI162-1op63-1	1838.2307692307693	1846.0	B	I	9	-1	9	-4	9	-13	0.2071005917159763	2.5	11.818181818181818	2.333333333333333	3.1666666666666665	10	13	22	25	1007
1012	schumann_kinderszenen	n01	1839.0	1839.0	G	I	6	-1	8	-3	6	-1	0.0930232558139534	1.6666666666666667	0.5	0.0	0.0	7	11	7	26	1013
1013	schumann_kinderszenen	n02	1839.0	1839.0	D	I	5	-1	8	-1	10	-1	0.0	1.3333333333333333	3.25	1.0	2.333333333333333	6	9	11	26	1014
1015	schumann_kinderszenen	n04	1839.0	1839.0	D	I	6	-1	5	-5	6	-1	0.0754716981132075	2.2	0.5	1.5	0.0	7	10	7	26	1016
1016	schumann_kinderszenen	n05	1839.0	1839.0	D	I	5	-1	9	-4	5	-4	0.0	2.0	1.6666666666666667	1.0	0.0	6	13	9	26	1017
1017	schumann_kinderszenen	n06	1839.0	1839.0	A	I	9	-1	6	-2	9	-2	0.345679012345679	0.5	2.0	0.0	1.5	10	8	11	26	1018
1018	schumann_kinderszenen	n07	1839.0	1839.0	F	I	6	-3	8	-4	6	-3	0.0985915492957746	1.5	1.3333333333333333	1.5	0.0	9	12	9	26	1019
1019	schumann_kinderszenen	n08	1839.0	1839.0	F	I	6	-1	9	-4	7	-1	0.0606060606060606	2.2	1.0	0.0	0.0	7	13	8	26	1020
1020	schumann_kinderszenen	n09	1839.0	1839.0	C	I	6	-1	9	-5	6	-1	0.1521739130434782	2.2	1.3333333333333333	1.0	0.0	7	14	7	26	1021
1024	schumann_kinderszenen	n13	1839.0	1839.0	G	I	6	-1	5	-4	10	-3	0.7142857142857143	1.3333333333333333	3.8	1.5	2.333333333333333	7	9	13	26	1025
1027	schumann_liederkreis	op39n03	1840.0	1840.0	E	I	7	-3	11	-9	10	-5	0.1047619047619047	4.777777777777778	3.0	2.0	3.25	10	20	15	27	1028
1028	schumann_liederkreis	op39n04	1840.0	1840.0	G	I	6	-1	6	-3	10	-3	0.0943396226415094	1.0	3.5	0.0	2.0	7	9	13	27	1029
1029	schumann_liederkreis	op39n05	1840.0	1840.0	E	I	6	-1	8	-4	7	-4	0.0365853658536585	1.5	1.5	0.0	1.5	7	12	11	27	1030
1030	schumann_liederkreis	op39n06	1840.0	1840.0	B	I	6	-1	7	-4	6	-1	0.0735294117647058	1.5	0.5	1.6666666666666667	0.0	7	11	7	27	1031
1033	schumann_liederkreis	op39n09	1840.0	1840.0	E	I	6	-3	9	-4	9	-2	0.0581395348837209	2.2	2.5	0.0	0.5	9	13	11	27	1034
1035	schumann_liederkreis	op39n11	1840.0	1840.0	A	I	5	-1	7	-4	7	-6	0.0	1.5	1.5	0.0	0.0	6	11	13	27	1036
1036	schumann_liederkreis	op39n12	1840.0	1840.0	F#	I	6	-1	10	-4	10	-2	0.0185185185185185	3.0	3.2	2.5	1.5	7	14	12	27	1037
1043	c_schumann_lieder	op23no1 Was weinst du Blumlein	1848.1077981651376	1853.0	A	I	8	-4	8	-4	8	-4	0.2941176470588235	1.5	1.5	0.0	0.0	12	12	12	28	1044
1044	c_schumann_lieder	op23no2 An einem lichten Morgen	1848.1077981651376	1853.0	F	I	8	-1	9	-4	8	-1	0.25	2.5	2.2	1.0	0.0	9	13	9	28	1045
1047	c_schumann_lieder	op23no5 Das ist ein Tag der klingen mag	1848.1077981651376	1853.0	D	I	8	-1	7	-1	8	-1	0.0336134453781512	1.0	1.5	0.0	0.0	9	8	9	28	1048
1049	liszt_pelerinage	160.01_Chapelle_de_Guillaume_Tell	1857.079674150606	1855.0	C	I	8	-6	10	-8	11	-7	0.5058139534883721	5.4	5.0	2.5	3.2857142857142856	14	18	18	29	1050
1051	liszt_pelerinage	160.03_Pastorale	1857.079674150606	1855.0	E	I	1	-1	5	-2	3	-2	0.0	0.5	0.5	0.0	0.0	2	7	5	29	1052
1057	liszt_pelerinage	160.09_Les_Cloches_de_Geneve_(Nocturne)	1857.079674150606	1855.0	B	I	7	-10	9	-13	9	-12	0.3990147783251231	9.75	7.923076923076923	2.2	3.625	17	22	21	29	1058
1058	liszt_pelerinage	161.01_Sposalizio	1857.079674150606	1858.0	E	I	7	-9	10	-8	7	-9	0.189873417721519	4.666666666666667	5.625	2.8	1.0	16	18	16	29	1059
1060	liszt_pelerinage	161.03_Canzonetta_del_Salvator_Rosa	1857.079674150606	1858.0	A	I	5	-4	6	-5	7	-4	0.0966542750929368	1.5	2.0	1.0	0.5	9	11	11	29	1061
1062	liszt_pelerinage	161.05_Sonetto_104_del_Petrarca	1857.079674150606	1858.0	E	I	7	-6	9	-7	10	-9	0.4793388429752066	4.333333333333333	7.571428571428571	1.5	6.0	13	16	19	29	1063
1064	liszt_pelerinage	161.07_Apres_une_lecture_du_Dante	1857.079674150606	1858.0	D	bV	10	-9	16	-12	17	-14	0.7369255150554676	8.777777777777779	19.05555555555556	4.714285714285714	6.5	19	28	31	29	1065
1065	liszt_pelerinage	162.01_Gondoliera	1857.079674150606	1861.0	F#	I	6	-4	9	-4	10	-5	0.0862068965517241	2.5	5.857142857142857	2.0	4.5	10	13	15	29	1066
1069	wagner_overtures	WWV096-Meistersinger_01_Vorspiel-Prelude_SchottKleinmichel	1864.9944134078207	1867.0	C	I	10	-4	13	-9	10	-7	0.2367194780987884	4.555555555555555	5.0	3.7142857142857135	3.0	14	22	17	30	1070
1070	tchaikovsky_seasons	op37a01	1876.0	1876.0	A	I	6	-4	10	-9	10	-16	0.1916932907348242	4.125	18.05555555555556	4.428571428571429	3.6	10	19	26	31	1071
1071	tchaikovsky_seasons	op37a02	1876.0	1876.0	D	I	6	-4	11	-4	10	-5	0.16	3.625	3.2857142857142856	2.8	2.0	10	15	15	31	1072
1074	tchaikovsky_seasons	op37a05	1876.0	1876.0	G	I	9	-3	8	-5	10	-5	0.1623036649214659	2.2	3.0	1.6666666666666667	1.5	12	13	15	31	1075
1078	tchaikovsky_seasons	op37a09	1876.0	1876.0	G	I	9	-4	10	-4	17	-4	0.2395543175487465	2.2	8.4	3.0	3.75	13	14	21	31	1079
1080	tchaikovsky_seasons	op37a11	1876.0	1876.0	E	I	7	-1	6	-4	10	-4	0.1757575757575757	1.3333333333333333	3.142857142857143	0.0	2.0	8	10	14	31	1081
1088	dvorak_silhouettes	op08n07	1879.0	1879.0	D	I	5	-4	8	-4	5	-4	0.0718562874251497	1.5	1.5	0.0	0.0	9	12	9	32	1089
1090	dvorak_silhouettes	op08n09	1879.0	1879.0	B	ii	2	-1	6	-3	2	-1	0.0	2.25	0.0	0.0	0.0	3	9	3	32	1091
1091	dvorak_silhouettes	op08n10	1879.0	1879.0	G	I	5	-4	8	-4	8	-4	0.0679611650485436	1.5	1.5	0.0	1.0	9	12	12	32	1092
1092	dvorak_silhouettes	op08n11	1879.0	1879.0	A	I	6	-6	9	-8	10	-6	0.2386363636363636	3.8333333333333335	2.5	1.0	1.3333333333333333	12	17	16	32	1093
1096	grieg_lyric_pieces	op12n03	1890.3354624738972	1867.0	E	I	5	-5	8	-4	5	-5	0.0194174757281553	1.3333333333333333	0.5	0.0	0.0	10	12	10	33	1097
1099	grieg_lyric_pieces	op12n06	1890.3354624738972	1867.0	D	I	3	-1	5	-4	3	-1	0.0	1.3333333333333333	0.0	0.0	0.0	4	9	4	33	1100
1103	grieg_lyric_pieces	op38n01	1890.3354624738972	1883.0	G	I	6	-6	7	-9	7	-4	0.4714285714285714	3.25	3.5	2.333333333333333	1.0	12	16	11	33	1104
1105	grieg_lyric_pieces	op38n03	1890.3354624738972	1883.0	C	I	7	-5	10	-7	7	-8	0.3908045977011494	2.2	2.833333333333333	2.5	3.0	12	17	15	33	1106
1107	grieg_lyric_pieces	op38n05	1890.3354624738972	1883.0	G	I	5	-1	9	-2	5	-1	0.0	1.6666666666666667	0.0	1.0	0.0	6	11	6	33	1108
1110	grieg_lyric_pieces	op43n01	1890.3354624738972	1886.0	A	I	7	-3	8	-4	10	-3	0.2941176470588235	1.5	4.0	1.6666666666666667	1.3333333333333333	10	12	13	33	1111
1112	grieg_lyric_pieces	op43n03	1890.3354624738972	1886.0	F#	I	3	-1	10	-2	8	-1	0.0	2.0	2.0	2.5	0.5	4	12	9	33	1113
1114	grieg_lyric_pieces	op43n05	1890.3354624738972	1886.0	F	I	9	-5	10	-4	9	-5	0.3302752293577982	3.142857142857143	2.333333333333333	2.5	0.0	14	14	14	33	1115
1115	grieg_lyric_pieces	op43n06	1890.3354624738972	1886.0	F#	I	6	-5	12	-8	8	-7	0.1653543307086614	5.333333333333333	2.6666666666666665	3.6	1.6666666666666667	11	20	15	33	1116
1117	grieg_lyric_pieces	op47n02	1890.3354624738972	1888.0	F	I	6	-5	10	-5	11	-5	0.0944444444444444	3.5	3.625	2.8	3.1666666666666665	11	15	16	33	1118
1119	grieg_lyric_pieces	op47n04	1890.3354624738972	1888.0	D	I	1	0	5	-1	8	0	0.0	0.0	1.6666666666666667	0.0	1.0	1	6	8	33	1120
1121	grieg_lyric_pieces	op47n06	1890.3354624738972	1888.0	G	I	9	-3	6	-2	8	-3	0.216867469879518	0.5	1.5	0.0	1.0	12	8	11	33	1122
1124	grieg_lyric_pieces	op54n02	1890.3354624738972	1891.0	C	I	9	-4	9	-4	9	-5	0.1608391608391608	3.0	2.0	0.0	0.0	13	13	14	33	1125
1126	grieg_lyric_pieces	op54n04	1890.3354624738972	1891.0	C	I	6	-5	9	-8	8	-5	0.2967032967032967	5.0	2.5	2.0	1.5	11	17	13	33	1127
1128	grieg_lyric_pieces	op54n06	1890.3354624738972	1891.0	C	I	4	-1	14	-2	7	-1	0.0	4.857142857142857	1.0	2.6666666666666665	0.0	5	16	8	33	1129
1130	grieg_lyric_pieces	op57n02	1890.3354624738972	1893.0	A	I	9	-5	9	-6	9	-9	0.3166666666666666	3.142857142857143	7.583333333333333	1.6666666666666667	1.5	14	15	18	33	1131
1132	grieg_lyric_pieces	op57n04	1890.3354624738972	1893.0	G	I	5	-4	9	-7	11	-4	0.0956521739130434	3.7142857142857135	4.9	2.333333333333333	2.0	9	16	15	33	1133
1133	grieg_lyric_pieces	op57n05	1890.3354624738972	1893.0	C	I	6	-4	9	-9	9	-3	0.185929648241206	5.111111111111111	4.285714285714286	2.0	2.0	10	18	12	33	1134
1136	grieg_lyric_pieces	op62n02	1890.3354624738972	1895.0	G	I	5	-6	9	-8	9	-6	0.1419753086419753	4.5	2.5	2.0	0.5	11	17	15	33	1137
1137	grieg_lyric_pieces	op62n03	1890.3354624738972	1895.0	A	I	5	-1	6	-2	7	-2	0.0	0.5	1.3333333333333333	0.0	0.5	6	8	9	33	1138
1139	grieg_lyric_pieces	op62n05	1890.3354624738972	1895.0	A	I	5	-3	12	-4	5	-10	0.3111111111111111	3.4285714285714284	15.857142857142858	4.5	0.0	8	16	15	33	1140
1140	grieg_lyric_pieces	op62n06	1890.3354624738972	1895.0	E	I	5	-5	7	-7	5	-5	0.7572254335260116	4.0	2.6666666666666665	0.0	0.0	10	14	10	33	1141
1142	grieg_lyric_pieces	op65n02	1890.3354624738972	1896.0	A	I	7	-2	6	-5	7	-2	0.2362204724409448	2.0	2.25	2.25	0.0	9	11	9	33	1143
1144	grieg_lyric_pieces	op65n04	1890.3354624738972	1896.0	A	I	6	-5	10	-7	9	-13	0.5803571428571429	4.142857142857143	20.5	2.0	1.0	11	17	22	33	1145
1146	grieg_lyric_pieces	op65n06	1890.3354624738972	1896.0	D	I	5	-2	9	-4	12	-7	0.0094339622641509	2.833333333333333	12.125	1.5	2.333333333333333	7	13	19	33	1147
1147	grieg_lyric_pieces	op68n01	1890.3354624738972	1899.0	C	I	9	-1	9	-1	6	-1	0.064516129032258	2.0	0.5	0.0	0.0	10	10	7	33	1148
1148	grieg_lyric_pieces	op68n02	1890.3354624738972	1899.0	G	I	5	-1	8	-1	5	-1	0.0	1.3333333333333333	0.0	0.0	0.0	6	9	6	33	1149
1149	grieg_lyric_pieces	op68n03	1890.3354624738972	1899.0	D	I	7	-5	10	-9	11	-14	0.2238805970149253	6.0	22.925925925925927	1.5	2.5	12	19	25	33	1150
1151	grieg_lyric_pieces	op68n05	1890.3354624738972	1899.0	E	I	6	-4	13	-6	6	-4	0.0549450549450549	2.8	1.3333333333333333	2.5	0.0	10	19	10	33	1152
1156	grieg_lyric_pieces	op71n04	1890.3354624738972	1901.0	B	I	6	-6	8	-5	7	-6	0.1954022988505747	2.25	2.5	1.0	1.6666666666666667	12	13	13	33	1157
1157	grieg_lyric_pieces	op71n05	1890.3354624738972	1901.0	C	I	8	-4	10	-5	8	-4	0.1644736842105263	3.142857142857143	2.25	2.0	0.5	12	15	12	33	1158
1160	ravel_piano	Ravel_-_Jeux_dEau	1903.8101851851848	1901.0	E	I	11	-7	11	-11	14	-7	0.4863813229571984	8.6875	7.153846153846154	2.0	3.0	18	22	21	34	1161
1162	ravel_piano	Ravel_-_Miroirs_IV._Alborada_del_gracioso	1903.8101851851848	1905.0	D	I	9	-6	11	-11	14	-8	0.3097826086956521	7.357142857142857	10.6875	3.333333333333333	4.777777777777778	15	22	22	34	1163
1168	debussy_suite_bergamasque	l075-01_suite_prelude	1905.0	1905.0	F	I	6	-4	8	-4	6	-4	0.0218978102189781	3.0	2.75	1.5	0.0	10	12	10	36	1169
1178	bartok_bagatelles	op06n07	1908.0	1908.0	C	I	9	-4	12	-8	10	-10	0.3669724770642202	6.461538461538462	5.444444444444445	3.0	2.5	13	20	20	37	1179
1179	bartok_bagatelles	op06n08	1908.0	1908.0	B	I	7	-7	13	-13	5	-17	1.1764705882352942	7.5	17.833333333333332	5.111111111111111	4.142857142857143	14	26	22	37	1180
1180	bartok_bagatelles	op06n09	1908.0	1908.0	B	I	4	-7	10	-9	11	-12	1.3953488372093024	6.727272727272728	15.61904761904762	2.25	2.0	11	19	23	37	1181
1181	bartok_bagatelles	op06n10	1908.0	1908.0	F	I	10	-6	13	-10	11	-7	0.7040358744394619	6.928571428571429	6.230769230769231	4.7	3.5	16	23	18	37	1182
1185	bartok_bagatelles	op06n14	1908.0	1908.0	D	I	10	-7	15	-10	15	-10	0.9846153846153848	8.0	11.0	2.6666666666666665	7.076923076923077	17	25	25	37	1186
1196	medtner_tales	op35n01	1918.5201739913005	1917.0	C	I	8	-6	12	-8	12	-8	0.237037037037037	6.416666666666667	7.818181818181818	3.6	3.2	14	20	20	38	1197
1197	medtner_tales	op35n02	1918.5201739913005	1917.0	G	I	8	-7	10	-8	9	-8	0.2105263157894736	6.909090909090909	4.0	2.0	1.3333333333333333	15	18	17	38	1198
1203	medtner_tales	op48n01	1918.5201739913005	1925.0	C	I	11	-9	15	-12	10	-7	0.4055390702274975	8.3125	4.8	4.714285714285714	2.5	20	27	17	38	1204
1217	schulhoff_suite_dansante_en_jazz	suite_dansante_en_jazz_1_stomp	1931.0	1931.0	E	I	5	-8	12	-9	10	-12	2.03125	8.625	12.857142857142858	3.571428571428572	4.625	13	21	22	41	1218
1219	schulhoff_suite_dansante_en_jazz	suite_dansante_en_jazz_3_waltz	1931.0	1931.0	A	I	6	-9	12	-11	10	-11	1.146067415730337	9.894736842105264	16.458333333333332	3.571428571428572	7.714285714285714	15	23	21	41	1220
1220	schulhoff_suite_dansante_en_jazz	suite_dansante_en_jazz_4_tango	1931.0	1931.0	D	I	5	-8	12	-11	10	-10	1.0833333333333333	9.23076923076923	10.1875	4.857142857142857	5.090909090909091	13	23	20	41	1221
1221	schulhoff_suite_dansante_en_jazz	suite_dansante_en_jazz_5_slow	1931.0	1931.0	D	I	7	-6	12	-14	13	-8	0.6989247311827957	8.5	6.642857142857143	6.2	5.909090909090909	13	26	21	41	1222
1222	schulhoff_suite_dansante_en_jazz	suite_dansante_en_jazz_6_fox-trot	1931.0	1931.0	E	I	4	-7	8	-11	9	-12	1.6226415094339623	9.153846153846152	11.625	4.166666666666667	6.888888888888889	11	19	21	41	1223
